nettomiete;nettomiete.qm;wohnflaeche;zimmerzahl;baujahr;bezirk;wohnlage;warmwasser;z.heizung;bad.kacheln;bad.extras;geh.kueche
375,7;7,22;52;2;1918;9;gute;ja;ja;ja;nein;nein
717,13;8,75;82;3;1970;9;einfache;ja;ja;ja;nein;nein
255,57;5,11;50;2;1918;9;einfache;nein;nein;ja;nein;nein
282,24;6,14;46;2;1924;9;einfache;ja;ja;ja;nein;nein
776,99;6,32;123;4;1918;8;einfache;ja;ja;ja;nein;nein
828,19;9,98;83;3;1918;9;einfache;ja;ja;ja;nein;nein
457,57;5,08;90;4;1967;9;einfache;ja;ja;ja;nein;nein
1196,44;17,09;70;2;1960;13;beste;ja;ja;ja;ja;ja
588;10,32;57;2;1966;4;einfache;ja;ja;ja;nein;nein
253,92;7,69;33;2;1957;12;einfache;ja;ja;ja;nein;nein
1048,17;10,48;100;4;1990;12;einfache;ja;ja;ja;ja;nein
396,7;7,08;56;2;1966;4;einfache;ja;ja;ja;nein;nein
596,53;10,65;56;2;1966;4;einfache;ja;ja;ja;nein;nein
769,51;9,62;80;3;1957;3;gute;ja;nein;ja;nein;ja
250,54;11,93;21;1;1966;3;gute;ja;ja;ja;nein;nein
296,78;9,89;30;1;1957;3;gute;ja;ja;ja;nein;nein
423,26;5,29;80;3;1918;4;gute;ja;ja;ja;nein;nein
685,91;8,57;80;3;1918;12;einfache;ja;ja;ja;nein;nein
319,84;6,27;51;2;1957;6;einfache;ja;ja;nein;nein;nein
412,61;9,38;44;2;1957,5;6;einfache;ja;nein;ja;nein;nein
513,12;10,26;50;2;1966;7;einfache;ja;ja;nein;nein;nein
638,89;6,39;100;4;1918;6;einfache;ja;ja;ja;nein;nein
869,21;10,23;85;3;1957;1;einfache;ja;ja;ja;nein;nein
496,99;10,8;46;2;1996;10;einfache;ja;ja;ja;nein;nein
475,5;5,4;88;4;1970;25;einfache;ja;ja;ja;nein;nein
649,5;9,28;70;3;1974;25;einfache;ja;ja;ja;nein;nein
295,72;7,78;38;1;1969;19;einfache;ja;ja;ja;nein;nein
495,97;9,72;51;2;1973;19;gute;ja;ja;ja;ja;nein
461,54;5,63;82;3;1970;19;einfache;ja;ja;ja;nein;nein
435,61;9,27;47;2;1966;19;einfache;ja;ja;ja;nein;nein
875,73;8,76;100;4;1966;19;gute;ja;ja;ja;nein;nein
449,73;6,25;72;3;1969;13;einfache;ja;ja;ja;nein;nein
373,11;9,33;40;2;1969;13;einfache;ja;ja;ja;nein;nein
661,61;9,32;71;2;1983;15;beste;ja;ja;ja;nein;nein
261,28;5,33;49;2;1957;17;einfache;ja;ja;ja;nein;nein
644,23;8,26;78;3;1970;17;einfache;ja;ja;ja;nein;nein
470;10,44;45;2;1966;17;einfache;ja;ja;ja;nein;nein
499,75;9,43;53;2;1966;17;einfache;ja;ja;nein;nein;nein
570,9;7,82;73;3;1966;12;einfache;ja;ja;ja;nein;nein
818,08;7,94;103;4;1967;4;einfache;ja;ja;ja;nein;nein
387,69;7,75;50;2;1957,5;16;einfache;ja;ja;nein;nein;nein
426,06;6,66;64;2;1966;16;einfache;ja;ja;nein;nein;nein
564,6;7,24;78;2;1984;16;gute;ja;ja;ja;nein;nein
801,09;9,1;88;3;1998,5;2;gute;ja;ja;ja;ja;nein
509,26;8,21;62;3;1966;9;gute;ja;ja;ja;nein;nein
731,16;9,14;80;3;1972;10;einfache;ja;ja;ja;ja;nein
839,89;12,92;65;2;1973;9;gute;ja;ja;ja;ja;nein
445,41;8,25;54;3;1948;3;gute;ja;ja;ja;nein;nein
273,75;10,95;25;1;1957;3;gute;ja;ja;ja;nein;nein
314,45;9,83;32;1;1957;4;gute;ja;ja;ja;nein;nein
935,55;6,04;155;5;1918;2;gute;ja;ja;nein;ja;nein
356,08;5,09;70;2;1918;2;gute;ja;ja;ja;nein;nein
472,74;5,91;80;3;1918;2;gute;ja;nein;nein;nein;nein
280,21;10,01;28;1;1918;3;gute;ja;ja;nein;nein;nein
357,91;11,55;31;1;1918;6;einfache;ja;ja;ja;nein;nein
644,79;7,41;87;3;1924;18;einfache;ja;ja;ja;nein;nein
501,07;9,82;51;2;1939;9;einfache;ja;nein;ja;nein;nein
612,15;11,13;55;2;1998;25;gute;ja;ja;ja;nein;nein
541,98;10,63;51;2;1988;4;einfache;ja;ja;ja;nein;nein
165,26;2,95;56;3;1957;25;einfache;ja;nein;ja;nein;nein
242,36;8,66;28;1;1972;25;einfache;ja;ja;ja;nein;nein
654,46;10,91;60;2;1957;13;gute;ja;ja;ja;nein;ja
920,34;7,61;121;4;1924;4;einfache;ja;ja;ja;nein;nein
285,73;4,33;66;3;1970;11;einfache;ja;ja;ja;nein;nein
292,7;8,13;36;1;1966;17;einfache;ja;ja;ja;nein;nein
510,79;12,16;42;1;1999;4;gute;ja;ja;ja;nein;ja
997,04;6,92;144;4;1918;9;beste;ja;ja;ja;nein;nein
738,29;9,59;77;3;1980;12;gute;ja;ja;ja;nein;nein
305,81;5,1;60;2;1918;12;gute;ja;ja;nein;nein;nein
794,11;9,93;80;3;1957;12;gute;ja;ja;nein;nein;nein
398,81;11,08;36;1;1967;25;einfache;ja;ja;ja;nein;nein
349,05;5,54;63;3;1948;25;einfache;ja;ja;ja;nein;nein
392,87;4,14;95;4;1924;25;einfache;ja;ja;ja;nein;ja
322,88;11,96;27;1;1960;2;gute;ja;ja;nein;nein;nein
1150,42;10,96;105;4;1957,5;2;gute;ja;ja;nein;ja;nein
741,39;9,15;81;3;1918;5;einfache;ja;ja;ja;nein;nein
748,55;11,88;63;2;1957;3;gute;ja;nein;ja;nein;nein
752,8;7,68;98;3;1972;4;gute;ja;ja;ja;nein;nein
1149,09;10,08;114;3;1968;12;beste;ja;ja;ja;nein;nein
622,05;8,29;75;2;1985;12;gute;ja;ja;ja;nein;nein
788,16;10,24;77;2;1998,5;12;gute;ja;ja;ja;nein;nein
456,25;8,15;56;1;1991;15;gute;ja;ja;ja;ja;ja
719,74;10,43;69;3;1985;14;einfache;ja;ja;ja;nein;nein
292,95;4,72;62;3;1992;16;einfache;ja;ja;ja;nein;nein
429,49;7,16;60;2;1969;16;einfache;ja;ja;ja;nein;nein
345,83;8,43;41;2;1983;16;einfache;ja;ja;ja;nein;nein
801,96;11,46;70;3;1993;15;gute;ja;ja;ja;ja;ja
414,7;7,41;56;1;1974;14;gute;ja;ja;ja;nein;nein
548,39;11,67;47;2;1979;15;einfache;ja;ja;ja;nein;nein
607,42;10,12;60;3;1960;5;gute;ja;ja;ja;nein;nein
559,52;5,83;96;3;1973;5;gute;ja;ja;ja;nein;nein
684,21;11,04;62;3;1981;5;gute;ja;ja;ja;nein;nein
784,32;5,6;140;6;1918;2;gute;ja;nein;ja;nein;nein
613,56;10,4;59;3;1957;5;gute;ja;ja;ja;nein;nein
419,26;6,08;69;2;1960;11;einfache;ja;ja;ja;nein;nein
470,4;12,38;38;1;1969;4;einfache;ja;ja;ja;nein;nein
588;8,4;70;3;1973;11;einfache;ja;ja;ja;nein;nein
233,58;3,11;75;3;1918;21;einfache;nein;nein;ja;nein;nein
958,5;9,88;97;3;1996;22;einfache;ja;ja;ja;ja;ja
330,25;6,48;51;2;1957;14;einfache;ja;ja;ja;nein;nein
642,55;10,04;64;2;1966;16;einfache;ja;ja;nein;nein;nein
480;6,4;75;3;1969;11;einfache;ja;ja;ja;nein;nein
664,69;8,52;78;3;1987;2;einfache;ja;ja;ja;nein;nein
352,71;9,8;36;2;1918;2;gute;ja;ja;ja;nein;nein
654,45;7,61;86;4;1969;9;einfache;ja;ja;ja;nein;nein
1314,37;8,06;163;4;1918;9;gute;ja;ja;ja;ja;ja
272,24;7,36;37;1;1918;8;einfache;ja;nein;ja;nein;nein
381,5;6,69;57;3;1957,5;8;einfache;ja;ja;ja;nein;nein
502,57;6,36;79;3;1918;9;einfache;ja;nein;nein;nein;nein
481,34;4,77;101;4;1924;9;gute;ja;ja;ja;nein;nein
672,36;12,45;54;2;1994;9;gute;ja;ja;ja;nein;nein
674,74;8,54;79;3;1957;9;gute;ja;ja;ja;nein;nein
438,45;9,74;45;2;1957,5;9;gute;ja;ja;ja;nein;nein
766,95;9,35;82;3;1918;9;gute;ja;ja;ja;nein;nein
557,32;9,45;59;2;1972;9;einfache;ja;ja;ja;nein;nein
512,88;7,22;71;3;1967;24;einfache;ja;ja;nein;nein;nein
555,5;6,94;80;3;1972;10;einfache;ja;ja;ja;nein;nein
418,23;9,96;42;2;1984;10;einfache;ja;ja;ja;nein;nein
667,65;12,84;52;2;1984;12;gute;ja;ja;ja;nein;nein
712,76;4;178;5;1918;12;gute;nein;nein;ja;nein;nein
641,68;11,06;58;2;1985;11;einfache;ja;ja;ja;nein;nein
432,71;7,21;60;3;1966;11;einfache;ja;ja;ja;nein;nein
642,51;8,45;76;3;1966;11;einfache;ja;ja;ja;nein;nein
392,06;7,26;54;2;1960;11;einfache;ja;ja;ja;nein;nein
632,38;11,29;56;2;1966;13;einfache;ja;ja;ja;nein;ja
855,52;9,4;91;3;1998;13;einfache;ja;ja;ja;nein;nein
695,2;7,4;94;4;1968;13;einfache;ja;ja;ja;nein;nein
564,46;8,82;64;2;1985;13;einfache;ja;ja;ja;nein;nein
967;9,67;100;3;1995;21;gute;ja;ja;ja;ja;nein
876,88;11,39;77;3;1998,5;21;gute;ja;ja;ja;nein;ja
482,77;7,43;65;2;1986;21;gute;ja;ja;ja;nein;nein
625,31;8,93;70;3;1966;18;einfache;ja;ja;ja;nein;nein
528,68;8,53;62;3;1948;18;einfache;ja;ja;nein;nein;ja
507,95;8,47;60;2;1918;18;einfache;ja;ja;ja;nein;nein
664,69;8,63;77;3;1973;16;einfache;ja;ja;ja;nein;nein
749,7;7,5;100;3;1997;16;gute;ja;ja;ja;ja;nein
520,33;6,59;79;3;1972;14;einfache;ja;ja;ja;ja;nein
675;10,23;66;2;1960;14;einfache;ja;ja;ja;nein;nein
429,69;3,98;108;4;1924;13;einfache;nein;nein;ja;nein;nein
598,41;5,44;110;3;1918;9;gute;ja;ja;nein;nein;nein
377,98;8,4;45;2;1960;9;einfache;ja;ja;ja;nein;nein
446,85;9,31;48;2;1957;9;einfache;ja;ja;ja;nein;nein
644,03;11,5;56;2;1993;9;gute;ja;ja;ja;nein;nein
710,7;11,65;61;2;1983;2;gute;ja;ja;ja;ja;nein
398,17;6,22;64;3;1957;3;gute;ja;ja;nein;nein;nein
869,21;8,78;99;4;1918;8;einfache;ja;ja;ja;nein;nein
724,94;9,54;76;3;1966;10;einfache;ja;ja;ja;nein;nein
567,88;9,31;61;3;1970;11;einfache;ja;ja;ja;nein;nein
402,9;6,3;64;4;1966;11;einfache;ja;ja;nein;nein;nein
329,68;5,68;58;3;1948;11;einfache;ja;nein;ja;nein;nein
326,95;9,08;36;2;1966;10;einfache;ja;ja;ja;nein;nein
356,1;3,24;110;4;1918;5;gute;ja;ja;ja;nein;nein
503,72;8,26;61;2;1918;5;einfache;ja;ja;ja;nein;nein
1184,64;12,74;93;3;1998,5;5;gute;ja;ja;ja;nein;ja
419,26;9,98;42;2;1960;4;gute;ja;ja;nein;nein;nein
848,98;10,61;80;3;1918;9;einfache;ja;ja;ja;nein;nein
698,41;8,41;83;3;1960;9;einfache;ja;ja;nein;nein;nein
490,34;7,66;64;2;1918;2;gute;ja;nein;ja;nein;nein
411,6;4,29;96;3;1918;2;gute;nein;nein;ja;nein;nein
479,01;8,71;55;2;1918;8;einfache;ja;ja;ja;nein;nein
826,3;10,08;82;3;1957;2;einfache;ja;ja;ja;nein;nein
368,13;8,18;45;2;1957,5;8;einfache;ja;ja;ja;nein;nein
869,21;10,23;85;3;1957,5;8;einfache;ja;ja;ja;nein;nein
630,83;6,93;91;3;1918;2;einfache;ja;nein;ja;nein;nein
1000,12;10;100;4;1998;24;einfache;ja;ja;ja;ja;nein
1135,07;9,46;120;4;1996;12;einfache;ja;ja;ja;nein;nein
515,39;11,71;44;2;1939;2;gute;ja;ja;ja;nein;nein
922,14;9,92;93;3;1970;13;gute;ja;ja;ja;nein;nein
582,89;8,7;67;2;1991;13;einfache;ja;ja;ja;nein;nein
306,78;11,8;26;1;1972;13;gute;ja;ja;ja;nein;nein
552,19;10,04;55;2;1996;13;gute;ja;ja;nein;nein;nein
1173,33;11,73;100;3;1998,5;5;beste;ja;ja;ja;nein;ja
373,18;8,89;42;2;1960;22;einfache;ja;ja;ja;nein;nein
855,85;9,95;86;3;1960;22;einfache;ja;ja;ja;nein;nein
145,31;2,34;62;3;1957;21;einfache;ja;nein;nein;nein;nein
120,8;2,16;56;2;1969;22;einfache;ja;ja;ja;nein;ja
775,49;6,15;126;4;1918;25;einfache;ja;ja;ja;ja;nein
446,44;7,2;62;2;1974;25;einfache;ja;ja;ja;nein;nein
546,58;8,41;65;2;1969;25;einfache;ja;ja;ja;nein;nein
425,63;8,87;48;2;1960;25;gute;ja;ja;nein;nein;nein
490,31;6,91;71;3;1957;25;einfache;ja;ja;nein;nein;nein
313,69;5,92;53;2;1948;25;einfache;ja;ja;nein;nein;nein
706,84;6,26;113;4;1966;18;einfache;ja;ja;ja;ja;nein
475,51;11,32;42;1;1957;18;einfache;ja;ja;ja;nein;nein
1210,4;9,46;128;3;1918;9;gute;ja;ja;ja;ja;ja
706,19;8,31;85;3;1918;9;beste;ja;ja;ja;nein;nein
360;10,91;33;1;1975;19;einfache;ja;ja;ja;nein;nein
1519,2;9,5;160;6;1918;19;einfache;ja;ja;ja;nein;nein
598,21;8,55;70;3;1918;19;einfache;ja;ja;ja;nein;nein
797,11;10,63;75;3;1966;19;gute;ja;ja;ja;ja;nein
422,53;4,86;87;4;1924;10;einfache;ja;ja;ja;nein;nein
632,45;6,32;100;4;1918;10;einfache;ja;ja;ja;nein;nein
287,2;4,29;67;3;1918;1;gute;ja;nein;nein;nein;nein
804,79;5,47;147;6;1918;1;gute;ja;ja;ja;nein;nein
554,76;11,56;48;2;1990;1;gute;ja;ja;ja;nein;nein
484,6;4,04;120;4;1918;1;gute;nein;nein;nein;ja;nein
428,07;8,23;52;2;1991;2;einfache;ja;ja;ja;nein;nein
1002,15;12,37;81;3;2000;2;einfache;ja;ja;ja;nein;nein
452,02;7,41;61;3;1918;2;gute;ja;nein;nein;nein;nein
937,49;9,66;97;3;1983;13;gute;ja;ja;ja;nein;nein
920,46;8,6;107;4;1966;18;gute;ja;ja;ja;nein;nein
847,38;10,46;81;3;2000;19;gute;ja;ja;ja;nein;nein
416,91;8,69;48;2;1966;19;einfache;ja;ja;ja;nein;nein
294,37;9,81;30;1;1970;16;gute;ja;ja;ja;nein;nein
265,88;12,09;22;1;1973;16;einfache;ja;ja;ja;nein;nein
587,99;8,91;66;3;1970;13;einfache;ja;ja;ja;nein;nein
413,1;7;59;2;1948;18;einfache;ja;ja;ja;nein;nein
336,45;12,46;27;1;1971;17;einfache;ja;ja;nein;ja;nein
814,93;9,48;86;4;1974;19;gute;ja;ja;ja;nein;nein
702;10,03;70;3;1967;19;gute;ja;ja;ja;nein;nein
523,8;5,76;91;3;1924;9;einfache;ja;ja;ja;nein;nein
279,04;4,9;57;2;1957;3;gute;ja;nein;nein;nein;nein
510,8;7,86;65;2;1918;9;gute;ja;nein;nein;nein;nein
486,76;7,49;65;2;1957;9;gute;ja;ja;nein;nein;nein
894,76;10,53;85;3;1980;9;gute;ja;ja;ja;ja;ja
588,77;6,62;89;2;1918;8;einfache;ja;nein;nein;nein;nein
777,17;12,54;62;3;1966;11;einfache;ja;ja;ja;nein;nein
637,65;7,59;84;3;1998,5;24;einfache;ja;ja;ja;nein;nein
296,4;9,88;30;1;1971;14;einfache;ja;ja;ja;nein;nein
542;8,21;66;2;1984;14;einfache;ja;ja;ja;nein;nein
222,5;4,45;50;2;1966;14;einfache;ja;ja;ja;nein;nein
271,77;6,47;42;2;1960;14;einfache;ja;ja;nein;nein;nein
194,92;3,75;52;2;1924;14;einfache;ja;ja;nein;nein;nein
382,42;4,97;77;3;1918;16;einfache;ja;ja;nein;nein;nein
285,07;4,92;58;3;1918;16;einfache;ja;ja;nein;nein;nein
286,8;14,34;20;1;1972;5;einfache;ja;ja;ja;nein;nein
706,65;9,18;77;3;1957;16;gute;ja;ja;ja;nein;nein
558,06;9,79;57;2;1986;16;einfache;ja;ja;ja;nein;nein
797,62;11,08;72;2;1918;5;einfache;ja;ja;ja;nein;nein
838,53;12,71;66;3;1918;5;einfache;ja;ja;ja;nein;ja
417,73;8,19;51;2;1948;17;einfache;ja;ja;ja;nein;ja
884,55;10,53;84;3;1981;6;einfache;ja;ja;ja;nein;nein
680,03;10,97;62;2;1918;5;gute;ja;ja;ja;nein;nein
340,52;7,92;43;2;2000;11;einfache;ja;ja;ja;nein;nein
461,19;8,54;54;2;1960;11;einfache;ja;ja;ja;nein;nein
938,73;12,86;73;3;1988;10;einfache;ja;ja;ja;nein;nein
560,9;7,79;72;3;1957;2;gute;ja;ja;ja;nein;nein
807,29;12,05;67;3;1972;2;gute;ja;ja;ja;nein;ja
291,33;7,67;38;1;1972;19;einfache;ja;ja;ja;nein;nein
1034,33;10,34;100;3;1973;19;gute;ja;ja;ja;ja;nein
567,55;8,73;65;2;1991;18;einfache;ja;ja;ja;nein;ja
696,39;9,41;74;3;1994;5;einfache;ja;ja;ja;nein;nein
588,82;9,5;62;3;1966;19;einfache;ja;ja;ja;nein;nein
764,61;8,89;86;3;1918;8;einfache;ja;ja;ja;nein;nein
690;9,08;76;3;1918;8;einfache;ja;ja;ja;nein;nein
655,76;7,9;83;5;1960;8;einfache;ja;ja;ja;nein;nein
380,25;11,18;34;2;1960;2;gute;ja;ja;ja;nein;nein
498,51;8,75;57;3;1966;6;einfache;ja;ja;nein;nein;nein
959,56;9,41;102;3;1918;21;einfache;ja;ja;ja;ja;nein
400,05;7,02;57;3;1918;6;einfache;nein;ja;ja;nein;nein
1140;8,84;129;4;1918;2;gute;ja;ja;ja;nein;nein
522,96;5,03;104;3;1918;2;gute;ja;ja;nein;nein;nein
306,78;8,77;35;1;1957;2;gute;ja;ja;nein;nein;nein
112,08;2,16;52;2;1918;6;einfache;ja;nein;ja;nein;nein
700,38;7,78;90;4;1948;17;einfache;ja;ja;ja;nein;nein
491,12;8,77;56;2;1967;25;einfache;ja;ja;ja;nein;nein
521,48;10,23;51;2;1983;20;gute;ja;ja;ja;nein;nein
466,81;10,15;46;2;1957;25;einfache;ja;ja;ja;nein;nein
649,35;9,28;70;3;1957;3;gute;ja;ja;ja;nein;nein
383,48;10,96;35;1;1960;4;gute;ja;ja;ja;nein;nein
766,95;9,96;77;3;1983;17;einfache;ja;ja;ja;nein;ja
559,51;9,65;58;2;1998,5;6;einfache;ja;ja;ja;nein;nein
396,26;12,38;32;1;1969;12;gute;ja;ja;ja;nein;nein
613,53;10,23;60;3;1957;25;einfache;ja;ja;nein;nein;nein
685,14;10,23;67;2;1918;2;gute;ja;ja;ja;nein;nein
574,96;11,5;50;2;2000;2;gute;ja;ja;ja;nein;nein
838,53;8,22;102;4;1980;16;einfache;ja;ja;ja;nein;nein
912,72;12,01;76;3;1918;3;gute;ja;ja;ja;nein;nein
301,97;10,07;30;1;1957;4;gute;ja;ja;ja;nein;nein
706,89;10,88;65;2;1957;3;gute;ja;nein;nein;nein;nein
613,56;7,97;77;3;1967;25;einfache;ja;ja;ja;nein;nein
353,41;12,19;29;1;1966;25;gute;ja;ja;ja;nein;nein
295,19;7,38;40;1;1967;25;einfache;ja;ja;ja;nein;nein
335,48;11,98;28;1;1967;25;einfache;ja;ja;ja;nein;nein
519,82;8,12;64;3;1966;25;einfache;ja;ja;ja;nein;nein
772,69;6,44;120;5;1966;6;einfache;ja;ja;ja;nein;nein
419,01;9,98;42;2;1948;20;gute;ja;ja;ja;nein;nein
448,34;8,97;50;2;1982;7;einfache;ja;ja;ja;nein;nein
325,84;8,15;40;1;1973;7;gute;ja;ja;ja;nein;nein
339,09;7,89;43;1;1976;20;einfache;ja;ja;ja;nein;nein
819,74;9,01;91;3;1998,5;20;gute;ja;ja;ja;ja;ja
779,37;7,22;108;6;1948;20;gute;ja;ja;ja;nein;nein
574,65;7,77;74;3;1966;20;gute;ja;ja;ja;nein;nein
775,54;9,69;80;3;1957,5;20;gute;ja;ja;ja;nein;nein
627,11;8,36;75;3;1948;7;gute;ja;ja;ja;nein;nein
650,89;11,22;58;2;1992;7;einfache;ja;ja;ja;nein;nein
961,23;11,31;85;4;1924;16;gute;ja;ja;ja;nein;ja
605,58;9,77;62;2;1973;16;einfache;ja;ja;ja;nein;nein
592,67;8,72;68;3;1971;16;gute;ja;ja;ja;ja;nein
691,01;9,34;74;3;1948;9;gute;ja;ja;ja;nein;ja
970,05;10,78;90;3;1960;9;gute;ja;ja;ja;nein;nein
383,94;8,17;47;2;1918;25;einfache;ja;ja;ja;nein;nein
434,37;11,74;37;1;1992;6;einfache;ja;ja;ja;nein;nein
534,3;9,37;57;2;1981;20;einfache;ja;ja;ja;nein;nein
359,75;5,53;65;3;1966;20;einfache;ja;ja;ja;nein;nein
530,63;7,27;73;3;1966;10;einfache;ja;ja;ja;nein;nein
664,69;9,11;73;3;1974;25;einfache;ja;ja;ja;nein;nein
183,09;3,98;46;2;1918;25;einfache;nein;nein;ja;nein;nein
374,15;10,69;35;1;1967;25;einfache;ja;ja;nein;nein;nein
568,5;8,01;71;3;1924;25;einfache;ja;ja;ja;nein;nein
516,41;10,13;51;2;1957;25;einfache;ja;ja;ja;nein;nein
719,5;8,18;88;4;1918;25;einfache;ja;ja;nein;nein;nein
362,86;6,26;58;2;1948;25;einfache;ja;ja;ja;nein;nein
766,95;8,62;89;3;1994;17;gute;ja;ja;ja;nein;ja
499,95;6,76;74;2;1984;16;einfache;ja;ja;nein;nein;nein
657,51;8,12;81;3;1973;16;einfache;ja;ja;ja;ja;nein
591,62;10,38;57;2;1985;16;einfache;ja;ja;ja;nein;nein
724,65;10,21;71;2;1957;2;gute;ja;ja;ja;nein;nein
781,8;10,29;76;3;1948;17;einfache;ja;ja;nein;nein;nein
700,48;7,37;95;3;1960;17;gute;ja;ja;ja;nein;nein
927,59;7,73;120;4;1948;18;beste;ja;ja;ja;nein;nein
1046,87;9,52;110;4;1957;18;gute;ja;ja;ja;ja;nein
433,04;6,66;65;3;1957;18;gute;ja;ja;nein;nein;nein
346,48;7,07;49;2;1960;18;einfache;ja;ja;ja;nein;nein
584,79;6,36;92;4;1939;17;einfache;ja;ja;ja;nein;nein
357,83;10,52;34;1;1987;4;gute;ja;ja;ja;nein;nein
766,95;8,52;90;4;1960;4;gute;ja;ja;ja;nein;nein
367,01;5,92;62;2;1948;3;gute;ja;ja;nein;nein;nein
530,91;5,31;100;4;1918;4;gute;ja;ja;ja;nein;nein
667,92;6,96;96;4;1924;4;gute;ja;ja;nein;nein;ja
327,23;9,35;35;1;1972;4;einfache;ja;ja;ja;nein;nein
817,97;8,18;100;4;1960;4;einfache;ja;ja;ja;nein;nein
702;9,75;72;3;1957;4;gute;ja;ja;ja;nein;nein
957,26;13,68;70;2;1957,5;3;gute;ja;ja;ja;ja;nein
281,21;5,31;53;2;1918;3;gute;nein;nein;ja;nein;nein
178,95;4,16;43;1;1957;4;gute;ja;ja;ja;nein;nein
337,46;9,12;37;1;1967;4;gute;ja;ja;ja;nein;nein
390,75;13,96;28;1;1975;4;gute;ja;ja;ja;nein;nein
493,41;5,03;98;3;1918;4;gute;ja;ja;ja;nein;nein
423,01;7,83;54;2;1966;4;gute;ja;ja;nein;nein;nein
1278,25;9,61;133;4;1957,5;2;gute;ja;ja;ja;nein;nein
521,53;11,59;45;2;1957,5;8;einfache;ja;ja;ja;nein;nein
361,91;4,83;75;4;1918;8;einfache;ja;nein;ja;nein;nein
992,72;10,45;95;3;1918;2;gute;ja;ja;ja;nein;nein
945,91;8,6;110;3;1918;9;gute;ja;ja;ja;nein;ja
583,91;8,72;67;2;1948;9;gute;ja;ja;ja;nein;nein
105,9;2,3;46;2;1957;9;gute;ja;ja;nein;nein;nein
522,75;8,04;65;3;1960;9;einfache;ja;ja;ja;nein;nein
1329,38;14,94;89;3;1918;9;gute;ja;ja;nein;nein;ja
1022,6;8,18;125;5;1924;9;gute;ja;ja;ja;nein;nein
674,63;10,54;64;2;1924;9;gute;ja;ja;ja;nein;nein
727,66;9,45;77;3;1957;21;gute;ja;ja;ja;nein;nein
601,71;10,56;57;2;1998,5;22;einfache;ja;ja;nein;nein;ja
601,02;10,02;60;2;1992;15;gute;ja;ja;ja;nein;nein
1527,3;8,98;170;5;1918;13;gute;ja;ja;ja;ja;nein
524,76;7,5;70;2;1992;15;gute;ja;ja;ja;nein;ja
489,44;9,6;51;2;1993;15;gute;ja;ja;ja;nein;nein
732,8;7,33;100;4;1977;14;gute;ja;ja;ja;nein;nein
949,65;11,87;80;3;2001;15;gute;ja;ja;ja;nein;ja
482,83;9,66;50;2;1993;15;gute;ja;ja;ja;nein;nein
375,62;6,06;62;2;1969;16;einfache;ja;ja;nein;nein;nein
621,72;9,14;68;2;1993;16;einfache;ja;ja;ja;nein;nein
700,99;8,76;80;3;1991;13;einfache;ja;ja;ja;nein;nein
771,76;12,86;60;2;1989;13;einfache;ja;ja;ja;nein;ja
693,59;8,67;80;3;1971;15;einfache;ja;ja;nein;nein;nein
874,32;11,66;75;3;1992;15;gute;ja;ja;ja;nein;ja
362;6,14;59;2;1957;3;gute;nein;nein;nein;nein;nein
808,25;10,63;76;3;1918;12;gute;ja;ja;ja;nein;nein
922,64;6,59;140;5;1924;4;gute;ja;nein;ja;nein;nein
704,44;8;88;4;1984;20;einfache;ja;ja;ja;nein;nein
486,1;6,94;70;2;1966;6;einfache;ja;ja;nein;nein;nein
608,44;10,31;59;2;1998;7;einfache;ja;ja;ja;nein;nein
692,81;12,6;55;2;1957;6;einfache;ja;ja;ja;nein;nein
512,37;8,99;57;2;1993;7;einfache;ja;ja;ja;nein;nein
639,13;8,76;73;3;1957,5;7;einfache;ja;ja;nein;nein;nein
1022,16;11,11;92;4;1992;7;einfache;ja;ja;ja;nein;ja
421,73;7,53;56;3;1960;7;einfache;ja;ja;ja;nein;nein
398,88;4,81;83;2;1948;7;einfache;ja;ja;ja;nein;nein
399,43;5,4;74;3;1924;6;einfache;ja;ja;ja;nein;nein
390,52;6,01;65;2;1957;2;einfache;ja;nein;ja;nein;nein
611,82;9,41;65;3;1957;2;einfache;ja;ja;ja;nein;nein
787,4;11,41;69;3;1993;2;einfache;ja;ja;nein;nein;ja
629,7;12,35;51;2;1983;2;einfache;ja;ja;ja;nein;nein
811,93;7,96;102;3;1980;3;gute;ja;ja;ja;nein;nein
765,87;7,82;98;4;1966;7;einfache;ja;ja;ja;nein;nein
391,14;12,22;32;1;1957;5;gute;ja;ja;nein;nein;nein
772,48;9,66;80;3;1989;16;einfache;ja;ja;ja;nein;nein
403,04;10,89;37;1;1957;17;einfache;ja;ja;ja;nein;nein
569,08;7,69;74;3;1971;17;einfache;ja;ja;ja;nein;nein
606,35;7,87;77;4;1960;19;einfache;ja;ja;ja;nein;nein
591,71;10,57;56;2;1995;19;gute;ja;ja;ja;nein;nein
917,02;8,99;102;5;1918;5;gute;ja;ja;ja;ja;nein
483,18;7;69;3;1971;19;einfache;ja;ja;ja;nein;nein
421,61;7,4;57;1;1975;14;einfache;ja;ja;ja;nein;nein
590,96;6,87;86;3;1972;19;einfache;ja;ja;ja;nein;nein
458,35;8,04;57;2;1971;18;gute;ja;ja;ja;nein;nein
505,72;8,87;57;2;1918;18;einfache;ja;ja;ja;nein;nein
613,56;10,96;56;2;1918;6;einfache;ja;ja;ja;nein;nein
559,37;8,35;67;2;1990;10;einfache;ja;ja;ja;nein;nein
338,95;9,42;36;1;1960;19;einfache;ja;ja;ja;nein;nein
